NNo,TSIndex,Spills,Evap_Loss,Seepage,Ups_Rel,Pump_In,Gw_In,Dws_Rel,Pump_Out,Hydra_Cap,Head_Avg,Powr_Avg,Energy,Pwr_2nd,Hydro_State
17,4423,0,-30.199000000000002,0,0,0,0,22523.654999999999,22523.654999999999,0,117.40718385176547,42859.576282856513,7200.4088155198942,0,0
1,4424,0,-5.3360000000000003,0,5858.0929999999998,0,0,33108.606,33108.606,0,79.129903725670601,42461.552457386286,7133.5408128408953,0,0
17,4424,0,-7.8449999999999998,0,0,0,0,22742.845000000001,22742.845000000001,0,116.52286000000004,42950.70162904352,7215.7178736793112,0,0
1,4425,0,112.53400000000001,0,8058.96,0,0,39677.870000000003,39677.870000000003,0,78.311199454932876,50360.09742865475,8460.496368013999,0,0
17,4425,0,51.148000000000003,0,0,0,0,22908.136999999999,22908.136999999999,0,115.60897999999997,42923.554307544306,7211.1571236674436,0,0
1,4426,0,80.236999999999995,0,7331.3860000000004,0,0,40879.709000000003,40879.709000000003,0,77.487487500000043,51339.745386186602,8625.0772248793492,0,0
17,4426,0,31.512,0,0,0,0,21188.846000000001,21188.846000000001,0,114.72538000000009,39398.632223797198,6618.9702135979287,0,0
1,4427,0,-6.6669999999999998,0,4365.4459999999999,0,0,38720.673000000003,38720.673000000003,0,76.63777499999992,48095.02116825078,8079.9635562661306,0,0
17,4427,0,-7.3799999999999999,0,0,0,0,16825.879000000001,16825.879000000001,0,113.88077999999996,31055.786335605586,5217.3721043817386,0,0
1,4428,0,-117.678,0,2634.509,0,0,49739.347000000002,49739.347000000002,0,75.731712500000185,61050.917127191329,10256.554077368144,0,0
17,4428,0,-62.433999999999997,0,0,0,0,8211.1479999999992,8211.1479999999992,0,113.05314999999996,15045.301084683308,2527.6105822267955,0,0
1,4429,0,11.077,0,3221.165,0,0,40574.387999999999,40574.387999999999,0,74.723275000000058,49138.535804769956,8255.2740152013521,0,0
17,4429,0,-5.218,0,0,0,0,15453.775,15453.775,0,112.27024393939394,28119.888005718331,4724.1411849606793,0,0
1,4430,0,122.98399999999999,0,3634.848,0,0,44392.201000000001,44392.201000000001,0,73.615841666666711,52965.404775803006,8898.1880023349058,0,0
17,4430,0,39.982999999999997,0,0,0,0,21032.404999999999,21032.404999999999,0,111.57551515151522,38034.014892376683,6389.7145019192822,0,0
1,4431,0,74.448999999999998,0,3928.1759999999999,0,0,53069.815000000002,53069.815000000002,0,72.383919999999989,62259.267703038029,10459.55697411039,0,0
17,4431,0,21.832000000000001,0,0,0,0,5849.0519999999997,5849.0519999999997,0,110.91468371212125,10514.505755348622,1766.4369668985685,0,0
1,4432,0,195.59800000000001,0,2541.3699999999999,0,0,47840.391000000003,47840.391000000003,0,71.008557333333329,55057.913015064572,9249.7293865308475,0,0
17,4432,0,68.215000000000003,0,0,0,0,4832.3559999999998,4832.3559999999998,0,110.26687500000003,8636.1131451261845,1450.8670083811992,0,0
1,4433,0,-0.14999999999999999,0,2500.848,0,0,49170.654000000002,49170.654000000002,0,69.542704000000185,55420.685521480184,9310.6751676086715,0,0
17,4433,0,-7.8879999999999999,0,0,0,0,4344.0590000000002,4344.0590000000002,0,109.78601249999997,7729.600748245407,1298.5729257052285,0,0
1,4434,0,-255.57400000000001,0,3707.424,0,0,46471.936000000002,46471.936000000002,0,68.064783999999918,51265.780248730596,8612.6510817867402,0,0
17,4434,0,-106.35299999999999,0,0,0,0,2768.6390000000001,2768.6390000000001,0,109.54485,4915.5558266692924,825.81337888044106,0,0
1,4435,0,87.501000000000005,0,9156.0669999999991,0,0,51946.936999999998,51946.936999999998,0,66.304472000000032,55823.505044281541,9378.348847439298,0,0
17,4435,0,26.609000000000002,0,0,0,0,0,0,0,109.47762499999999,0,0,0,0
1,4436,0,111.301,0,32861.203000000001,0,0,44832.822,44832.822,0,64.985384000000067,47220.012909849233,7932.9621688546704,0,0
17,4436,0,35.738999999999997,0,30588.969000000001,0,0,23116.736000000001,23116.736000000001,0,109.74447499999997,41117.198265075698,6907.6893085327174,0,0
1,4437,0,241.369,0,51736.406000000003,0,0,68663.889999999999,68663.889999999999,0,64.328605066666796,71589.095182874764,12026.96799072296,0,0
17,4437,0,90.469999999999999,0,47285.682999999997,0,0,44684.584000000003,44684.584000000003,0,110.16893750000008,79786.830952244141,13404.187599977016,0,0
1,4438,0,96.885000000000005,0,55209.773000000001,0,0,58010.731,58010.731,0,63.90047898666694,60079.566063652128,10093.367098693558,0,0
17,4438,0,38.738999999999997,0,41557.623,0,0,35751.455999999998,35751.455999999998,0,110.68631249999999,64136.017368361747,10774.850917884773,0,0
1,4439,0,239.25700000000001,0,64241.856,0,0,63881.148999999998,63881.148999999998,0,63.84170181333343,66098.485687495282,11104.545595499209,0,0
17,4439,0,103.249,0,43425.849000000002,0,0,17268.957999999999,17268.957999999999,0,111.51470833333337,31211.354874104491,5243.5076188495541,0,0
1,4440,0,-2046.519,0,53982.029000000002,0,0,27830.323,27830.323,0,64.467899893333424,29078.774877031705,4885.2341793413261,0,0
17,4440,0,-1186.213,0,37794.557000000001,0,0,19757.069,19757.069,0,112.64788333333331,36071.141643003619,6059.9517960246076,0,0
1,4441,0,-1362.221,0,161984.79399999999,0,0,126974.99400000001,126974.99400000001,0,65.964464000000135,120000,20160,0,0
17,4441,0,-812.95000000000005,0,94989.888000000006,0,0,68313.623000000007,68313.623000000007,0,113.99097000000006,126209.51665438275,21203.1987979363,0,0
1,4442,0,559.67999999999995,0,188713.32500000001,0,0,138750.38500000001,138750.38500000001,0,67.761623999999983,120000,20160,0,0
17,4442,0,305.01499999999999,0,103553.251,0,0,74402.877999999997,74402.877999999997,0,115.24574000000007,138972.52598850665,23347.384366069116,0,0
1,4443,0,469.61900000000003,0,145952.14999999999,0,0,81031.625,81031.625,0,69.717056000000184,91560.451033015517,15382.155773546607,0,0
17,4443,0,248.018,0,78174.634000000005,0,0,40732.688000000002,40732.688000000002,0,116.56651999999997,76954.006801282041,12928.273142615384,0,0
1,4444,0,-2528.8299999999999,0,262327.16200000001,0,0,193597.06700000001,193597.06700000001,0,71.772688000000244,120000,20160,0,0
17,4444,0,-1803.086,0,132039.33100000001,0,0,94570.720000000001,94570.720000000001,0,117.92760638070217,180753.4164228446,30366.573959037891,0,0
1,4445,0,658.26499999999999,0,497499.408,0,0,416514.97200000001,416514.97200000001,0,73.949345000000221,120000,20160,0,0
